289,22,22,30.851504203695928,1
292,23,25,27.6141515068331,2
290,22,23,40.06679770558216,2
278,19,25,25.16035331372065,1
298,24,49,52.34922373213961,2
299,24,64,14.334171352791676,1
267,17,66,87.02980888900004,4
206,0,67,39.138814891553466,2
164,-17,58,31.13440698677933,2
177,-11,61,36.10090746270348,2
173,-13,60,15.305653809828032,1
185,-7,61,85.31388354744662,4
171,-14,56,35.26971073826524,2
163,-17,53,13.984026311099177,1
180,-9,55,35.23067933356283,2
176,-12,50,25.377080468714485,2
166,-15,40,29.07093188483028,2
161,-18,39,39.96485235111811,2
187,-6,48,14.192793559253554,1
175,-12,40,67.6053381289002,3
172,-13,36,70.63055227724382,3
170,-14,34,25.467363499250318,2
160,-18,30,53.99970465317975,3
182,-8,37,36.403264136085795,2
162,-17,24,18.62174015013076,1
179,-9,30,19.31059147412366,1
295,23,60,49.20511360763567,2
294,23,59,15.078196773788171,1
293,23,57,30.76683661592349,1
291,22,54,58.6922911372377,3
286,21,52,13.199745279939787,1
285,21,45,35.83691079555305,2
282,20,57,28.27057139980823,1
280,19,47,30.361033837142934,1
279,19,36,26.439679037171555,1
271,18,30,30.36996660927329,2
272,18,41,86.50966538354844,4
273,18,47,13.124646572760565,1
274,18,52,44.80508442374651,2
275,18,64,28.274437853962873,2
265,16,45,40.02350863614342,2
261,15,39,20.82893004058488,1
256,13,58,32.92440822327313,2
255,13,39,40.711116395890556,2
249,11,46,40.100723337691555,2
239,8,63,29.059249040388003,2
245,9,62,61.13971513501123,3
244,9,58,22.232673395726312,2
243,9,54,86.31301792716576,4
230,6,62,30.55367813876238,2
233,7,55,47.56890545386632,2
232,7,46,29.860912991853855,2
229,6,59,13.46161378390711,1
224,5,60,58.16059847872589,3
223,5,45,12.431354200324252,1
217,3,45,39.25511148768613,2
212,2,44,39.93710929940132,2
211,2,37,39.224127719691005,2
210,2,23,13.874478285618792,1
270,18,27,40.90839763413004,2
266,17,28,52.40752481691728,2
254,13,28,39.0544195796668,2
251,12,29,31.158678341717216,2
246,10,30,26.674402945775352,1
242,9,25,32.641331450471554,2
238,8,37,31.686519463281112,1
231,7,27,32.91019779705548,2
227,6,32,45.26706488235745,2
228,6,38,32.3479989690734,2
222,5,38,13.634373670535924,1
220,4,25,74.28329244931118,4
221,4,31,54.05310994535264,3
216,3,37,13.1251876608024,1
215,3,31,74.78890734955961,4
209,1,64,76.35305542698036,4
205,0,39,13.781096612110582,1
204,0,25,83.25634861346123,4
